"payloads","figures","figure_files","tables","table_files","build_errors","html","source","source_file","type","id","label","relative_path","format","placement","status","sidecar_files","errors","html_file","html_status","interactive_viewer_file","interactive_viewer_status","files","table_errors","qmd_file","Model","Active parameters","Bound hits","Lower hits","Upper hits","Movement parameters","Movement bound hits","Movement hit rate","Movement directions hit","Hit rate"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p007-Y72-E1-W025-FGroup",1093,35,33,2,56,29,"51.79%",0,"3.20%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p008-Y72-E1-W050-FGroup",1093,35,33,2,56,29,"51.79%",0,"3.20%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p009-Y72-E1-W100-FGroup",1093,35,33,2,56,29,"51.79%",0,"3.20%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p010-Y72-E1-W200-FGroup",1093,35,33,2,56,29,"51.79%",0,"3.20%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p011-Y71-E1-W000-FGroup",1092,33,31,2,56,28,"50.00%",0,"3.02%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p012-Y71-E1-W025-FGroup",1092,33,31,2,56,28,"50.00%",0,"3.02%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p013-Y71-E1-W050-FGroup",1092,33,31,2,56,28,"50.00%",0,"3.02%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p014-Y71-E1-W100-FGroup",1092,33,31,2,56,28,"50.00%",0,"3.02%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p015-Y71-E1-W200-FGroup",1092,33,31,2,56,28,"50.00%",0,"3.02%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p016-Y72-E2-W000-FGroup",1093,33,30,3,56,26,"46.43%",0,"3.02%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p017-Y72-E2-W100-FGroup",1093,33,30,3,56,26,"46.43%",0,"3.02%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p018-Y72-E2-W200-FGroup",1093,34,31,3,56,27,"48.21%",0,"3.11%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p019-Y71-E2-W000-FGroup",1092,34,31,3,56,28,"50.00%",0,"3.11%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p020-Y71-E2-W100-FGroup",1092,34,31,3,56,28,"50.00%",0,"3.11%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p021-Y71-E2-W200-FGroup",1092,34,31,3,56,28,"50.00%",0,"3.11%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p022-Y71-E3-W000-FGroup",1092,33,30,3,56,27,"48.21%",0,"3.02%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p023-Y71-E3-W100-FGroup",1092,33,30,3,56,27,"48.21%",0,"3.02%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p024-Y71-E3-W200-FGroup",1092,33,30,3,56,27,"48.21%",0,"3.02%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p025-Y73-E0-W000-FGroup",1094,34,33,1,56,29,"51.79%",0,"3.11%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p026-Y72-E0-W000-FGroup",1093,34,32,2,56,29,"51.79%",0,"3.11%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p027-Y71-E0-W000-FGroup",1092,33,31,2,56,28,"50.00%",0,"3.02%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p028-Y73-E1-W100-FBase",1094,34,31,3,56,26,"46.43%",0,"3.11%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p029-Y73-E1-W100-FExact",1094,34,31,3,56,28,"50.00%",0,"3.11%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p030-Y72-E1-W100-FBase",1093,35,33,2,56,29,"51.79%",0,"3.20%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p031-Y72-E1-W100-FExact",1093,33,30,3,56,26,"46.43%",0,"3.02%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p032-Y71-E1-W100-FBase",1092,39,36,3,56,31,"55.36%",0,"3.57%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p033-Y71-E1-W100-FExact",1092,35,32,3,56,28,"50.00%",0,"3.21%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p034-Y73-E1-W100-FTail",1094,32,30,2,56,27,"48.21%",0,"2.93%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p035-Y73-E1-W100-FYoung",1094,37,34,3,56,29,"51.79%",0,"3.38%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p036-Y73-E1-W100-F17",1094,38,35,3,56,31,"55.36%",0,"3.47%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p037-Y73-E1-W100-FGroup-LenDiv40",1094,35,32,3,56,27,"48.21%",0,"3.20%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p038-Y73-E1-W100-FGroup-LenDiv80",1094,34,31,3,56,29,"51.79%",0,"3.11%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p039-Y72-E1-W100-FGroup-LenDiv40",1093,34,31,3,56,27,"48.21%",0,"3.11%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p040-Y72-E1-W100-FGroup-LenDiv80",1093,35,32,3,56,29,"51.79%",0,"3.20%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p041-Y71-E1-W100-FGroup-LenDiv40",1092,34,31,3,56,27,"48.21%",0,"3.11%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p042-Y71-E1-W100-FGroup-LenDiv80",1092,35,32,3,56,29,"51.79%",0,"3.21%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p043-Y73-E1-W100-FGroup-TrendOff",1094,34,33,1,56,29,"51.79%",0,"3.11%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p044-Y73-E1-W100-FGroup-Trend010",1094,35,33,2,56,29,"51.79%",0,"3.20%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p045-P73-TagWt0300",1094,34,32,2,56,29,"51.79%",0,"3.11%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p046-P73-TagWt0100",1094,32,31,1,56,28,"50.00%",0,"2.93%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p047-P73-TagWt0030",1094,34,31,3,56,28,"50.00%",0,"3.11%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p048-P73-TagCond",1094,28,27,1,56,24,"42.86%",0,"2.56%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p049-P73-TagDisp",1095,35,33,2,56,28,"50.00%",0,"3.20%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p050-U73-TagDrop60",1094,34,32,2,56,28,"50.00%",0,"3.11%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p051-U73-TagMixAll",1094,36,34,2,56,30,"53.57%",0,"3.29%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p052-P73-TagDrop60",1094,35,33,2,56,29,"51.79%",0,"3.20%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p053-P73-TagMixAll",1094,37,35,2,56,30,"53.57%",0,"3.38%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p054-P73-TagDrop2021",1094,34,32,2,56,28,"50.00%",0,"3.11%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p055-P73-RRCampaign",1095,31,29,2,56,25,"44.64%",0,"2.83%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p056-P73-RRCampaignMixAll",1095,37,35,2,56,31,"55.36%",0,"3.38%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p057-P73-RRCampaignWideMixAll",1095,37,35,2,56,31,"55.36%",0,"3.38%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p058-P73-RR60MixAll",1095,35,33,2,56,30,"53.57%",0,"3.20%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p059-P73-TagMix60Q2",1094,32,29,3,56,26,"46.43%",0,"2.93%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p060-P73-TagMix60Q4",1094,34,32,2,56,28,"50.00%",0,"3.11%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p062-P72-RRCampaignMixAll",1094,35,33,2,56,30,"53.57%",0,"3.20%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p064-P71-RRCampaignMixAll",1093,35,33,2,56,29,"51.79%",0,"3.20%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p066-Y71-E3-W000-FBase-P221-00",1092,34,31,3,56,27,"48.21%",0,"3.11%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p067-Y71-E3-W000-FBase-P221-71",1092,34,31,3,56,27,"48.21%",0,"3.11%"
NA,NA,NA,NA,NA,NA,NA,NA,"j5b853cdee0a/outputs/tables/parameter-bound-hit-summary.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12p068-Benchmark-OPR69-E2-W100-FBase",1090,36,33,3,56,28,"50.00%",0,"3.30%"
