"stage","generated_at_utc","report_job_id","report_job_number","report_job_ref","report_input_job_ids","results_job_ids","results_job_refs","results_bundle","outputs_job_ids","outputs_bundle","generated_outputs_files","figures_section","tables_section","kflow_lineage_job_ids","kflow_lineage_job_numbers","kflow_lineage_job_refs","kflow_lineage_task_refs","kflow_lineage_tasks","report_repo_commit","report_repo_remote","upstream_provenance_files","copied_figures","copied_tables","figure_index_rows","table_index_rows","input_files"
"report","2026-06-22T21:51:12Z","f740d7d7b063","365","Job 365 (f740d7d7b063)","d4b972312d96","d4b972312d96","ofp-sam-bet-2026-results Job 322 (d4b972312d96)","d4b972312d96/outputs","d4b972312d96","d4b972312d96/outputs",104,"reseeded","reseeded","89ba4e6e1463,e41be7188b8d,56803ab8484a,53ed9e96b9c6,8d81c23cd465,edec7781126d,beae80b9f71e,706b19d843b4,882d55670c79,d8941ada68b9,d169a00a492f,0897bd8453d5,d4b972312d96","310,311,312,313,314,315,316,317,318,319,320,321,322","Job 310 (89ba4e6e1463),Job 311 (e41be7188b8d),Job 312 (56803ab8484a),Job 313 (53ed9e96b9c6),Job 314 (8d81c23cd465),Job 315 (edec7781126d),Job 316 (beae80b9f71e),Job 317 (706b19d843b4),Job 318 (882d55670c79),Job 319 (d8941ada68b9),Job 320 (d169a00a492f),Job 321 (0897bd8453d5),Job 322 (d4b972312d96)","ofp-sam-bet-2026-stepwise Job 310 (89ba4e6e1463),ofp-sam-bet-2026-stepwise Job 311 (e41be7188b8d),ofp-sam-bet-2026-stepwise Job 312 (56803ab8484a),ofp-sam-bet-2026-stepwise Job 313 (53ed9e96b9c6),ofp-sam-bet-2026-stepwise Job 314 (8d81c23cd465),ofp-sam-bet-2026-stepwise Job 315 (edec7781126d),ofp-sam-bet-2026-stepwise Job 316 (beae80b9f71e),ofp-sam-bet-2026-stepwise Job 317 (706b19d843b4),ofp-sam-bet-2026-stepwise Job 318 (882d55670c79),ofp-sam-bet-2026-stepwise Job 319 (d8941ada68b9),ofp-sam-bet-2026-stepwise Job 320 (d169a00a492f),ofp-sam-bet-2026-stepwise Job 321 (0897bd8453d5),ofp-sam-bet-2026-results Job 322 (d4b972312d96)","ofp-sam-bet-2026-stepwise,ofp-sam-bet-2026-results","ab72fe5d61856b482a03c33c27778a42f1d31c0f","https://github.com/PacificCommunity/ofp-sam-bet-2026-report.git","kflow-provenance.json",155,0,104,0,185
