"branch","cluster_id","completed_at","created_at","git_commit_message","git_commit_sha","git_commit_url","job_id","job_key","job_label","job_number","job_title","owner_login","proc_id","remote_dir","remote_host","remote_user","repo","source_folder_url","status","submitted_at","target_folder","task","task_name"
"main","25421","2026-07-11T21:28:54.603228+00:00","2026-07-11T21:23:54.294494+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","j054b58f0d26","","Job 3988",3988,"hessian part 18/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-003988","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:23:57.539071+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25422","2026-07-11T21:28:48.688291+00:00","2026-07-11T21:23:57.732175+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","jced7887041f","","Job 3989",3989,"hessian part 19/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-003989","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:24:00.977405+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25423","2026-07-11T21:28:40.882973+00:00","2026-07-11T21:24:01.276629+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","j9240920c593","","Job 3990",3990,"hessian part 20/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-003990","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:24:04.432710+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25424","2026-07-11T21:26:25.626951+00:00","2026-07-11T21:24:04.723038+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","jb13304abe86","","Job 3991",3991,"hessian part 21/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-003991","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:24:07.957906+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25425","2026-07-11T21:28:34.939777+00:00","2026-07-11T21:24:08.190641+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","j80ac884d1de","","Job 3992",3992,"hessian part 22/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-003992","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:24:11.510086+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25426","2026-07-11T21:28:26.700668+00:00","2026-07-11T21:24:11.744615+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","jb4f617d03b7","","Job 3993",3993,"hessian part 23/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-003993","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:24:15.118682+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25427","2026-07-11T21:28:19.353388+00:00","2026-07-11T21:24:15.351269+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","j21a7f13dca5","","Job 3994",3994,"hessian part 24/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-003994","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:24:19.324345+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25428","2026-07-11T21:30:37.488121+00:00","2026-07-11T21:24:19.581582+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","j464f17645a6","","Job 3995",3995,"hessian part 25/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-003995","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:24:23.409556+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25429","2026-07-11T21:28:10.669620+00:00","2026-07-11T21:24:23.623074+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","j4cf986d2a88","","Job 3996",3996,"hessian part 26/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-003996","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:24:27.512523+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25430","2026-07-11T21:27:59.178430+00:00","2026-07-11T21:24:29.220490+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","ja9b3f7c8d15","","Job 3997",3997,"hessian part 27/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-003997","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:24:32.844167+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25431","2026-07-11T21:27:49.020026+00:00","2026-07-11T21:24:33.570168+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","j8cbc08faa9e","","Job 3998",3998,"hessian part 28/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-003998","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:24:37.091755+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25432","2026-07-11T21:30:32.324163+00:00","2026-07-11T21:24:37.398379+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","j3ce3811d3f1","","Job 3999",3999,"hessian part 29/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-003999","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:24:40.976465+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25433","2026-07-11T21:27:37.146459+00:00","2026-07-11T21:24:41.121033+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","jbb3401dd679","","Job 4000",4000,"hessian part 30/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-004000","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:24:44.582430+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25434","2026-07-11T21:30:25.765000+00:00","2026-07-11T21:24:44.766588+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","j0bb6d06d853","","Job 4001",4001,"hessian part 31/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-004001","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:24:48.564282+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25435","2026-07-11T21:32:41.793635+00:00","2026-07-11T21:24:48.779881+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","j69ffbe44d5a","","Job 4002",4002,"hessian part 32/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-004002","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:24:52.288791+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25436","2026-07-11T21:29:10.814743+00:00","2026-07-11T21:24:52.552337+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","j4220bcccd33","","Job 4003",4003,"hessian part 33/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-004003","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:24:56.123809+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25437","2026-07-11T21:32:35.241512+00:00","2026-07-11T21:24:56.359912+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","j34b0a5f69d4","","Job 4004",4004,"hessian part 34/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-004004","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:24:59.796062+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25438","2026-07-11T21:32:28.205763+00:00","2026-07-11T21:25:01.661219+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","j18dd9059629","","Job 4005",4005,"hessian part 35/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-004005","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:25:05.440404+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25439","2026-07-11T21:32:22.126512+00:00","2026-07-11T21:25:05.729084+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","j7ab5cbda21b","","Job 4006",4006,"hessian part 36/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-004006","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:25:09.393044+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25440","2026-07-11T21:32:16.980481+00:00","2026-07-11T21:25:09.601677+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","je243fd40fdf","","Job 4007",4007,"hessian part 37/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-004007","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:25:13.156430+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25441","2026-07-11T21:32:11.669341+00:00","2026-07-11T21:25:13.336619+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","j80943ab0a61","","Job 4008",4008,"hessian part 38/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-004008","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:25:16.659608+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25442","2026-07-11T21:32:06.535066+00:00","2026-07-11T21:25:19.909378+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","j367c9368118","","Job 4009",4009,"hessian part 39/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-004009","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:25:23.338318+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25443","2026-07-11T21:32:00.718856+00:00","2026-07-11T21:25:23.508335+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","jeefb59f47d8","","Job 4010",4010,"hessian part 40/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-004010","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:25:26.842425+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25444","2026-07-11T21:31:54.949642+00:00","2026-07-11T21:25:27.075668+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","j6296dd7ac69","","Job 4011",4011,"hessian part 41/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-004011","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:25:30.912183+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25445","2026-07-11T21:31:48.972620+00:00","2026-07-11T21:25:31.496210+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","ja98dc03188e","","Job 4012",4012,"hessian part 42/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-004012","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:25:34.869668+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25446","2026-07-11T21:31:43.248123+00:00","2026-07-11T21:25:35.042356+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","j9d3b347e5a7","","Job 4013",4013,"hessian part 43/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-004013","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:25:38.373361+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25447","2026-07-11T21:35:21.584347+00:00","2026-07-11T21:25:38.594189+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","jb6b2890a6d5","","Job 4014",4014,"hessian part 44/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-004014","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:25:41.992936+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25448","2026-07-11T21:35:16.445317+00:00","2026-07-11T21:25:42.223113+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","jd3fb5286ba6","","Job 4015",4015,"hessian part 45/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-004015","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:25:45.741985+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25449","2026-07-11T21:35:10.347804+00:00","2026-07-11T21:25:46.004358+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","j698f8717cae","","Job 4016",4016,"hessian part 46/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-004016","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:25:49.525768+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25450","2026-07-11T21:35:04.235362+00:00","2026-07-11T21:25:49.750609+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","jac494c79666","","Job 4017",4017,"hessian part 47/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-004017","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:25:53.042177+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25451","2026-07-11T21:34:58.818298+00:00","2026-07-11T21:25:53.353521+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","j499bd226290","","Job 4018",4018,"hessian part 48/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-004018","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:25:56.727529+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
"main","25453","2026-07-11T21:31:37.545895+00:00","2026-07-11T21:25:56.973438+00:00","Pin diagnostic packages at 0.0.0.9010","d9670c392cb452d3b7b7c95ffd825732b7eea742","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/commit/d9670c392cb452d3b7b7c95ffd825732b7eea742","j4b876798d87","","Job 4019",4019,"hessian part 49/90: 12p017-Y72-E2-W100-FGroup","kyuhank","","/home/kyuhank/KflowOutput/ofp-sam-bet-2026-check-hessian/job-004019","suvofpsubmit.corp.spc.int","kyuhank","PacificCommunity/ofp-sam-bet-2026-checks","https://github.com/PacificCommunity/ofp-sam-bet-2026-checks/tree/d9670c392cb452d3b7b7c95ffd825732b7eea742/hessian","completed","2026-07-11T21:26:00.408003+00:00","hessian","ofp-sam-bet-2026-check-hessian","ofp-sam-bet-2026-check-hessian"
